domain,company_name,segment,reasoning,employees,country,industry,keywords,short_description,linkedin_url,source_sheet,scrape_status,classified_by,prompt_version
thesocialmidia.com,The Social Midia,IM_FIRST_AGENCIES,"The Social Midia is an agency specializing in influencer marketing and digital strategies, indicating a core focus on influencer/creator work.",34,Brazil,marketing & advertising,"social midia, marketing digital, agencia de influencer, webdesigner, agencia de publicidade, advertising services, marketing & advertising","Uma agência de soluções online, especializada em marketing digital, inovações, desenvolvimento Web e consultoria de marketing.",http://www.linkedin.com/company/thesocialmidia,LATAM,success,gpt-4o-mini,v1
thesweetagency.co,The Sweet Agency,IM_FIRST_AGENCIES,"The Sweet Agency is an avant-garde influencer marketing agency dedicated to championing and representing a vibrant spectrum of talent from diverse backgrounds, indicating that influencer marketing is their primary business focus.",10,United States,marketing & advertising,"marketing services, marketing & advertising","The Sweet Agency is where diversity meets influence! We are an avant-garde influencer marketing agency dedicated to championing and representing a vibrant spectrum of talent from diverse backgrounds.
",http://www.linkedin.com/company/the-sweet-agency,MIXED,ConnectError,gpt-4o-mini,v2
thetrendsocial.com,Trend Social,IM_FIRST_AGENCIES,"Trend Social is a full-service influencer marketing agency specializing in managing influencer campaigns from start to finish, with a focus on creating strategic partnerships that drive brand influence.",14,United States,marketing & advertising,"advertising services, pr services, event planning & experiential gifting, event planning & management, memorable brand experiences, content amplification, public relations, content development, experi","Trend Social is a full-service influencer marketing agency founded in 2021, specializing in managing influencer campaigns from start to finish. The agency focuses on creating strategic partnerships th",http://www.linkedin.com/company/thetrendsocial,MIXED,success,gpt-4o-mini,v2
thevibes.network,The Vibes Network,IM_FIRST_AGENCIES,"The Vibes Network is an influencer marketing platform that focuses on connecting brands with the right influencers, with a significant emphasis on influencer marketing as their primary business offering.",20,India,marketing & advertising,"marketing services, influencer marketing for youth, conversion rates, affordable media solutions, influencer marketing platform, influencer marketing platform india, brand visibility, influencer marke","The Vibes Network is a technology platform that focuses on influencer matchmaking. It aims to connect brands with the right influencers for collaborations, addressing key challenges in the influencer ",http://www.linkedin.com/company/the-vibes-network-in,INDIA,success,gpt-4o-mini,v2
theviralistgroup.com,The Viralist Group,IM_FIRST_AGENCIES,"The Viralist Group is an influencer marketing agency that focuses on talent management and campaign execution, indicating that influencer campaigns are their primary business.",22,United States,marketing & advertising,"marketing services, diversity-focused, influencer support, services, diversity in influencer marketing, influencer agency, campaign support, creator management, invoice management, community building,","The Viralist Group is a global talent management and influencer marketing agency based in Los Angeles. It represents digital creators across various industries, including beauty, lifestyle, food, and ",http://www.linkedin.com/company/the-viralist-group,US,success,gpt-4o-mini,v1
thezeitgeistagency.co.uk,Zeitgeist™,IM_FIRST_AGENCIES,"Zeitgeist™ specializes in influencer outreach and marketing, indicating that over 60% of their services are focused on influencer/creator work.",18,United Kingdom,public relations & communications,"brand activations, pr, public relations, brandexperience, analytics, brand stategy, planning & strategy, earned media, music partnerships, event production, influencer outreach, influencer marketing, ","The Zeitgeist Agency Ltd, trading as Zeitgeist™, is a private limited company based in London, established on March 25, 2010. The company specializes in media representation services, focusing on buil",http://www.linkedin.com/company/the-zeitgeist-agency-ltd,UK_EU,success,gpt-4o-mini,v1
thishe.re,This Here,IM_FIRST_AGENCIES,"This Here focuses on building genuine influencer partnerships and culturally-rooted campaigns, with a significant emphasis on influencer marketing as a core part of their services.",21,United Kingdom,marketing & advertising,"social media strategy, workshops & training, web design, partnerships, brand collabs, reporting & analysis, content conception & creation, influencer marketing, auditing, digital strategy, training wo","This Here is a London-based co-creative agency that focuses on building genuine influencer partnerships and culturally-rooted campaigns. Founded in 2013, the agency emphasizes collaboration among crea",http://www.linkedin.com/company/this-here,UK_EU,success,gpt-4o-mini,v1
thisisluvin.com,LUVIN' - Connecting Brands & People,IM_FIRST_AGENCIES,"LUVIN' specializes in influencer marketing and content creation, with a focus on connecting brands with influencers, indicating that over 60% of their services are dedicated to influencer work.",22,Portugal,marketing & advertising,"socialmedia, digital marketing, digital management, content, public relations, influencemarketing, advertising services, marketing & advertising","LUVIN' is a Portuguese agency based in Lisbon that specializes in influencer marketing, content creation, and digital PR. Led by CEO Tiago Costa, the agency focuses on connecting brands with influence",http://www.linkedin.com/company/luvin-pt,UK_EU,success,gpt-4o-mini,v1
thundrr.co,Thundrr,IM_FIRST_AGENCIES,"Thundrr is positioned as a premier TikTok LIVE agency, focusing on empowering creators and providing end-to-end services for influencer marketing, which constitutes their primary business.",18,United States,marketing & advertising,"social media growth, brand strategy, influencer marketing, brand identity, campaign management, talent management, content creation, talent representation, advertising services, brand deals, content s","Thundrr brings together a team of veterans from the creative, digital and tech communities. We procure resources to achieve a brand's vision through creative marketing strategies. We support brands in",http://www.linkedin.com/company/thundrrco,MIXED,success,gpt-4o-mini,v2
tiktokagencia.com,TikTok Marketing Agencia - TOP 10 de Agencias de Marketing en Tiktok por Marketing4ecommerce México,IM_FIRST_AGENCIES,"The company focuses primarily on influencer marketing and content creation specifically for TikTok, indicating that over 60% of their services are dedicated to influencer work.",60,Spain,marketing & advertising,"marketing en tiktok, campanas de anuncios en tiktok, agencia contenidos en titok, creacion de videos para tiktok, agencia tiktok mexico, agencia en tiktok, campanas influencers en tiktok, agencia de t",Agencia de Marketing en TikTok | Creación de Contenidos en TikTok | Anuncios en TikTok | Agencia Influencers en TikTok,http://www.linkedin.com/company/agencia-de-marketing-en-tiktok,UK_EU,ConnectError,gpt-4o-mini,v1
topntouch.com,TopNtouch Digital™,IM_FIRST_AGENCIES,"TopNtouch Digital specializes in connecting brands with influential voices through authentic influencer marketing and UGC campaigns, indicating that influencer/creator campaigns are their primary business focus.",19,India,marketing & advertising,"influencers marketing, advertising services, content scripting, community trust, influencer partnership, campaign results, mega creators, local influence, customer engagement, b2c, public relations, c","At TopNtouch Digital, we help brands connect with people through authentic influencer marketing and UGC campaigns.
With a pan-India network of nano, micro & macro creators, we design campaigns that dr",http://www.linkedin.com/company/topntouch,INDIA,success,gpt-4o-mini,v2
tourette.agency,Tourette Agency,IM_FIRST_AGENCIES,"Tourette Agency focuses on influencer management and social media strategy, indicating that over 60% of their services are related to influencer/creator work.",22,Bolivia,marketing & advertising,"estrategia comercial, creacion de contenido de marcas, creatividad estrategica, diseno grafico, campanas integrales, gestion de influencers, gestion de redes sociales, estrategia publicitaria, adverti","Tourette Agency is an advertising and marketing company with a team of 10-19 employees. The company generates annual revenue between $1 million and $5 million. 

Operating within the advertising and m",http://www.linkedin.com/company/touretteagency,LATAM,success,gpt-4o-mini,v1
trndysocial.com,TRNDY®,IM_FIRST_AGENCIES,"TRNDY Social is a full-service agency where a significant portion of their offerings focuses on influencer and celebrity partnerships, reshaping endorsement campaigns.",26,United States,marketing & advertising,"advertising, celebrity, marketing, influencers, pr, social media, advertising services, celebrity influencer network, celebrity influencer outreach, viral athlete branding, influencer talent sourcing,","TRNDY Social is a full service & award winning agency crowned as ""The Bridge From Brands to Celebrities''. With offices in South Florida & Southern California, our reach is literally coast to coast. F",http://www.linkedin.com/company/trndysocial,US,success,gpt-4o-mini,v1
tsaglobal.co.uk,TSA,IM_FIRST_AGENCIES,TSA is an influencer-led social media agency where a significant portion of their services focuses on influencer marketing and talent management.,75,United Kingdom,marketing & advertising,"social media marketing, social media managerment & digital marketing, influencer marketing, talent management, advertising services, consumer internet, consumers, internet, information technology & se",TSA is an influencer led social media agency on a mission to make brands more desirable and worth engaging with!,http://www.linkedin.com/company/the-stile-agency,UK_EU,success,gpt-4o-mini,v1
uad.global,.uad (Unite.ad),IM_FIRST_AGENCIES,"Unite.ad is an influencer marketing agency specializing in connecting brands with creators and managing creator talent, with a focus on influencer marketing as a core service.",25,Turkey,marketing & advertising,"social media, celebrity management, performance advertising, content creation, influencer marketing, advertising, reporting, native advertising, advertising services, consumer internet, consumers, int",".uad (Unite.ad) is an influencer marketing agency based in Turkey, specializing in connecting brands with creators and social platforms. With over 13 years of experience, the company has developed fou",http://www.linkedin.com/company/unite-ad,UK_EU,success,gpt-4o-mini,v1
uasabiagency.com,Uasabi,IM_FIRST_AGENCIES,"Uasabi is an independent creative agency that focuses on influencer marketing and collaborates with creators, making influencer work a significant part of their offerings.",21,Italy,marketing & advertising,"eventi, generazionez, influencer, instagram, atl, content, pubblicita, community, esport, blt, youtube, tiktok, social, digital, twitch, guerrila, advertising services, influencer marketing, audience ","Uasabi is an independent creative agency that focuses on innovative media and strategies aimed at younger audiences. The agency emphasizes collaboration with publishers, communities, and creators, pro",http://www.linkedin.com/company/uasabiagency,UK_EU,success,gpt-4o-mini,v1
unleashmgmt.com,UNLEASH.,IM_FIRST_AGENCIES,"UNLEASH specializes exclusively in paid content monetization and brand partnerships for influencers, indicating a strong focus on influencer/creator work.",36,Germany,marketing & advertising,"advertising services, influencer trips worldwide, influencer community, global influencer community, web search portals, libraries, archives, and other information services, influencer trips, content ","Headquartered in Munich, with dynamic teams in Miami and Los Angeles, UNLEASH.'s, +100 strong, award winning team specializes exclusively on paid content monetization, brand & music partnerships trust",http://www.linkedin.com/company/unleashmgmt,UK_EU,success,gpt-4o-mini,v1
unlike.nl,UNLIKE,IM_FIRST_AGENCIES,"Unlike is a social-first creative agency that focuses heavily on influencer marketing and community-driven content, indicating that 60% or more of their services are centered around influencer work.",25,Netherlands,marketing & advertising,"advertising services, social-first marketing, content marketing, content creation, authentic content, offline community events, customer engagement, community-driven content, brand engagement, social ","Unlike B.V. is a social-first creative agency located in Amsterdam, Netherlands. Established in 2019, the agency focuses on growing brands through social media by placing them at the heart of their au",http://www.linkedin.com/company/unlikeamsterdam,UK_EU,success,gpt-4o-mini,v1
unrulyagency.com,Unruly Agency,IM_FIRST_AGENCIES,"Unruly Agency specializes in influencer marketing and connects brands with creators, making influencer campaigns their primary business focus.",43,United States,marketing & advertising,"digital marketing, marketing & digital marketing, influencer marketing, marketing, advertising services, content marketing, influencer partnerships, global locations, creative team, social media strat","Unruly Agency is a Los Angeles-based marketing agency founded in 2019, specializing in social media management, influencer marketing, content creation, and production services. With additional locatio",http://www.linkedin.com/company/unruly-agency,US,success,gpt-4o-mini,v1
vibramarketing.cl,Vibra Marketing,IM_FIRST_AGENCIES,Vibra Marketing specializes in influencer marketing and offers services focused on enhancing brand visibility and engagement through experiential marketing and event management.,41,Chile,marketing & advertising,"experiencias, digital, eventos corporativos, representacion publicitaria, contenido, branded content, rostros deportivos, storydoing, advertising services, influencer marketing, experiencias de marca ","Vibra Marketing is a Chilean marketing agency based in Vitacura, Santiago. The company specializes in creating brand experiences, organizing events, and managing talent. They offer a wide range of ser",http://www.linkedin.com/company/vibracl,LATAM,success,gpt-4o-mini,v1
vibrasports.co,Vibra Sports,IM_FIRST_AGENCIES,Vibra Sports focuses heavily on influencer marketing and local influencer collaborations as part of their core services in sports marketing.,13,Mexico,marketing & advertising,"marketing services, entertainment & recreation, fan pipeline development, sports brand localization, regional sports marketing, influencer marketing, local influencer collaborations, city-specific mar","We specialize in organizing, growing & monetizing your international fan base.",http://www.linkedin.com/company/vibrasports,LATAM,success,gpt-4o-mini,v1
vidrocket.com,VidRocket,IM_FIRST_AGENCIES,"VidRocket is an influencer marketing platform for YouTube, focusing on building branded campaigns with video content, indicating that influencer marketing is their primary business.",10,United States,information technology & services,"influencer marketing & youtube, technology, information & internet, information technology & services","VidRocket is an influencer marketing platform for YouTube. Build your brand by created branded campaigns with video, the most powerful form of content.",http://www.linkedin.com/company/vidrocket,MIXED,ConnectError,gpt-4o-mini,v2
vlivv.in,vlivv,IM_FIRST_AGENCIES,"VLIVV focuses heavily on influencer advocacy and social media strategy, indicating that a significant portion of their services is dedicated to influencer marketing.",22,India,marketing & advertising,"analytics, orm, content creative production, influencer advocacy, social media strategy, digital marketing, content marketing, outdoor posm, retail marketing, v, consumer insight, go to market strateg","At VLIVV, we believe that the best marketing results come from collaboration, shared insights, and unified strategies. By leveraging the power of collective thinking, we bring together brands, audienc",http://www.linkedin.com/company/vlivv360marketing,INDIA,success,gpt-4o-mini,v1
wahrekommunikation.de,Agentur für wahre Kommunikation,IM_FIRST_AGENCIES,"The company specializes in influencer marketing and integrates digital activations along the customer journey, indicating a strong focus on creator work.",26,Germany,marketing & advertising,"sales, sampling, analyse, influencer marketing, markenaufbau, guerilla, strategie, ambient media, social media, event, merchandising, digital, design, promotion, produktion, konzept, advertising servi","Die Agentur für wahre Kommunikation ist eine der führenden inhabergeführten Kommunikationsagenturen aus Hamburg, die seit 25 Jahren in der gesamten DACH Region für namhafte Top-Marken tätig ist. Unser",http://www.linkedin.com/company/wahrekommunikation,UK_EU,success,gpt-4o-mini,v1
walkerdrawas.com,Walker Drawas,IM_FIRST_AGENCIES,"Walker Drawas specializes in influencer marketing and public relations strategies, indicating that over 60% of their offerings are focused on influencer/creator work.",33,United States,public relations & communications,"360 marketing, celebrity dressing, public relations, experiential marketing, public relations & communications services, brand storytelling, celebrity and influencer marketing, publicity campaigns, in","Walker Drawas is a full-service entertainment marketing agency based in West Hollywood, CA. Founded by Jennifer Walker and Adam Drawas, the agency specializes in celebrity, influencer, experiential, m",http://www.linkedin.com/company/wdpr,US,success,gpt-4o-mini,v1
we-latinoamerica.com,We Latam,IM_FIRST_AGENCIES,"We Latam specializes in influencer marketing and content creation, with a focus on managing content creators for social media.",35,Argentina,marketing & advertising,"advertising services, marketing & advertising","We Latam is a prominent agency in Latin America that specializes in content creation, influencer marketing, and audiovisual production for social media. The agency focuses on mass production and manag",http://www.linkedin.com/company/welatam,LATAM,success,gpt-4o-mini,v1
wearealerta.com,Alerta! Multicultural Creative Agency,IM_FIRST_AGENCIES,"Alerta! focuses on multicultural communications and includes influencer marketing as a significant part of their services, indicating they operate primarily as an influencer agency.",12,United States,marketing & advertising,"translations, inbound marketing, language adaptation, graphic design, cultural advertising, social media, branding, hispanic marketing, influencer marketing, strategic planning, seosem, social listeni","Alerta! is a creative agency and production house proficient in multicultural communications.

Alerta! creates, produces and executes advertising and marketing campaigns for clients across a wide vari",http://www.linkedin.com/company/alertacreativeagency,MIXED,success,gpt-4o-mini,v2
wearebliz.com,Bliz,IM_FIRST_AGENCIES,"The company focuses on performance-based micro and nano influencer marketing, indicating that influencer campaigns are a primary aspect of their business.",11,United States,marketing & advertising,"advertising services, marketing & advertising",Performance Based Micro & Nano Influencer Marketing,http://www.linkedin.com/company/wearebliz,MIXED,ConnectError,gpt-4o-mini,v2
wearebuzzmedia.com,Buzz Media,IM_FIRST_AGENCIES,"Buzz Media specializes in influencer marketing as a core part of their services, focusing on celebrity and influencer campaigns.",16,United States,marketing & advertising,"advertising services, brand strategy, celebrity endorsements, advertising & marketing, b2c, content creation, event management, marketing campaigns, brand activation, experiential marketing, advertisi","Buzz Media a full-service creative social marketing agency that specializes in Celebrity and Influencer Marketing, Digital Marketing, Content Creation, Digital Design, and PR. Over the past years, we ",http://www.linkedin.com/company/wearebuzzmedia,US,success,gpt-4o-mini,v1
wearefedra.com,Fedra,IM_FIRST_AGENCIES,Fedra specializes in influencer marketing and offers services that focus heavily on social media strategies and PR for brands.,15,Argentina,marketing & advertising,"redaccion, social media, relaciones publicas, estrategia, diseno web, branding, marketing de influencers, creatividad, diseno, marketing services, digital campaigns, brand positioning, digital storyte","We specialize in strategy, digital communication and influencer marketing - We make communication not only to promote products, but also to inspire, connect and transform.",http://www.linkedin.com/company/wearefedra,LATAM,success,gpt-4o-mini,v1
wearehazard.com,Hazard Inc. | AdTech for Livestream Content,IM_FIRST_AGENCIES,"Hazard Inc. specializes in advertising technology for brands to engage with livestream content creators, indicating a primary focus on influencer marketing within the livestreaming space.",10,United States,marketing & advertising,"livestream marketing, brand awareness campaigns, advertising, influencer ads, livestream advertising, esports advertising, influencer marketing & livestream marketing, influencer marketing, advertisin","Hazard Inc. is an advertising technology company specializing in tools for brands to reach the audiences of livestream content creators.

Reach livestreaming audiences where they are most engaged.

A ",http://www.linkedin.com/company/we-are-hazard,MIXED,error,gpt-4o-mini,v2
wedomarketing.co.in,WeDo Marketing,IM_FIRST_AGENCIES,"WeDo Marketing specializes in influencer marketing and user-generated content, with a focus on crafting tailored campaign strategies and influencer matchmaking, indicating that influencer campaigns are their primary business.",27,India,marketing & advertising,"influencer marketing & digital marketing, marketing services, trend forecasting, performance analytics, content creation, content optimization, influencer matchmaking, campaign strategies, influencer ",WeDo Marketing is a performance-driven influencer and user-generated content marketing agency founded in 2021. The agency specializes in helping brands thrive in multilingual India through culturally ,http://www.linkedin.com/company/wedomarketing-co,INDIA,success,gpt-4o-mini,v2
wefixbrands.com,We Fix Brands,IM_FIRST_AGENCIES,"The company identifies as a full-service brand strategy and social media advertising agency, with a focus on influencer marketing and content creation, indicating that influencer campaigns are a primary aspect of their business.",10,United States,marketing & advertising,"influencer marketing, influencer negotiation, content creation, websites, advertising services, marketing & advertising",Full service Brand Strategy & Social Media Advertising Agency,http://www.linkedin.com/company/we-fix-brands,MIXED,ConnectError,gpt-4o-mini,v2
wethrivemedia.com,We Thrive Media,IM_FIRST_AGENCIES,"We Thrive Media identifies as a marketing agency that amplifies the voices of changemakers and culture-creators, with a significant focus on influencer marketing services as part of their core offerings.",11,United States,marketing & advertising,"public relations, corporate communications, social media, impact marketing, brand management, marketing services, public relations & communications, consumer internet, consumers, internet, information","Through strategic partnerships, data-driven storytelling, innovative content design, and digital marketing expertise we accelerate purpose-driven campaigns. 

We Thrive by amplifying the voices of cha",http://www.linkedin.com/company/we-thrive-media,MIXED,success,gpt-4o-mini,v2
whatineedmarketing.com,WIN Marketing,IM_FIRST_AGENCIES,"The company identifies as an ""influencer agency"" and focuses primarily on influencer marketing services, with a significant portion of their offerings dedicated to this area.",9,United States,marketing & advertising,"influencer agency, content management, social media marketing, influencer research, social media strategy, social media analytic, social media advertising, content creation, influencer marketing, soci","Looking for a social media and influencer agency to help you connect with your customers in an authentic way? Our team specializes in creating compelling stories, experiences, and content that resonat",http://www.linkedin.com/company/whatineedmarketing,MIXED,success,gpt-4o-mini,v2
whoppl.com,Whoppl.,IM_FIRST_AGENCIES,"Whoppl specializes in influencer marketing and content creation, with a focus on helping brands grow through a unique blend of content, creators, and commerce, indicating that influencer campaigns are a primary aspect of their business.",38,India,marketing & advertising,"advertising services, marketing & advertising","Whoppl is a Mumbai-based content studio and advertising agency founded in 2019. The company specializes in influencer marketing, content creation, and social commerce, helping brands grow through a un",http://www.linkedin.com/company/whoppl,INDIA,success,gpt-4o-mini,v2
wupper.com.br,Wupper Digital,IM_FIRST_AGENCIES,"Wupper Digital is an agency focused on influencer marketing and career management, with a significant offering dedicated to connecting brands with a diverse casting of over 80 creators.",22,Brazil,marketing & advertising,"comunicacao, influenciadores, cultura digital, planejamento de carreira, ativacao da marca, assessoria, marketing, branding, jovem, projetos, marketing de influencia, publicidade, redes sociais, adver","Somos uma agência de gerenciamento de carreira e marketing de influência, unindo a criatividade e autenticidade de diversos talentos à soluções inteligentes e inovadoras. A Wupper Digital conta com um",http://www.linkedin.com/company/wupperdigital,LATAM,success,gpt-4o-mini,v1
wwg-agentur.com,Woran Wir Glauben GmbH | WWG-Agentur,IM_FIRST_AGENCIES,"The company focuses heavily on influencer marketing, stating they connect clients with the perfect creators, indicating that 60%+ of their services are centered around influencer work.",16,Germany,marketing & advertising,"marketing, design, gastronomie, social media, creative leadership, brand leadership, food beverage, werbung, systemgastronomie, influencer marketing, media, automotive, art, advertising services, cons","Woran wir glauben:
Markenerlebnisse entstehen nicht durch Werbung, 
sondern durch Haltung.
 
Wir sind die Richtigen – für alle, 
die in Marketing mehr sehen als nur Maßnahmen.
 
Werbung bringt Kunden ",http://www.linkedin.com/company/wwg-woran-wir-glauben-gmbh,UK_EU,success,gpt-4o-mini,v1
xoagency.co,XO Agency,IM_FIRST_AGENCIES,"XO Agency specializes in influencer marketing, with a primary focus on creator campaigns and a history of working with major brands.",13,United States,marketing & advertising,"bloggers, business, influencer marketing, creative, advertising, music, production, advertising services, marketing & advertising","XO is an advertising agency that specializes in influencer marketing. To be honest, we are true fans of our business and know literally everything about influencers! Back in 2017, Mary Senn and Gary G",http://www.linkedin.com/company/xoagenc%d1%83,US,ConnectError,gpt-4o-mini,v1
xpedientmedia.com,Xpedient Media,IM_FIRST_AGENCIES,"Xpedient Media focuses heavily on influencer marketing and blogger outreach services, indicating that over 60% of their offerings are centered around creator work.",20,United States,marketing & advertising,"blogger outreach services, advertising solutions, sponsored content, digital pr services, media buying & planning, guest blogging services, advertising services, content placement, influencer marketin","Connecting Brand and Bloggers: Helping brands leverage Reputation & Mapping businesses with Right Prospects.

Our team has excellent relationships with media owners and connections to individuals who ",http://www.linkedin.com/company/xpedient-media,US,success,gpt-4o-mini,v1
zipkick.com,Zipkick,IM_FIRST_AGENCIES,"The company focuses on a SaaS platform specifically for brands in the food, beverage, and lifestyle sectors, indicating a primary business in influencer marketing.",22,United States,marketing & advertising,"travel, mobile, analytics, personalization, social media, influencer marketing, search, relevancy, social network, online travel, mobile advertising, social travel, information technology, advertising","The first of its kind SaaS platform for food, beverage and lifestyle brands. ",http://www.linkedin.com/company/zipkick,US,success,gpt-4o-mini,v1
acelerai.com.br,Aceleraí,INFLUENCER_PLATFORMS,"Aceleraí focuses on making celebrity endorsements accessible to small businesses, indicating a core business in influencer marketing.",76,Brazil,marketing & advertising,"advertising services, celebrity endorsement followers x, celebridades para marcas, celebrity endorsement for seasonal campaigns, celebrity endorsement for small business, celebrity endorsement for hol","Aceleraí is a Brazilian startup based in São Paulo that focuses on making celebrity endorsements accessible to small businesses and entrepreneurs. Founded by Allan Barros, the company operates within ",http://www.linkedin.com/company/acelera%c3%ad,LATAM,success,gpt-4o-mini,v1
adaptly.com,Adaptly,INFLUENCER_PLATFORMS,"Adaptly is a digital advertising platform that provides social media strategy and analytics solutions, indicating a focus on influencer marketing.",19,United States,internet,"advertising, social media marketing, consumer internet, social media, internet, information technology, consumers, information technology & services, marketing & advertising","Adaptly is a digital advertising platform that offers social media strategy, advertisement optimization, reporting and analytics solutions for businesses.",,US,ConnectTimeout,gpt-4o-mini,v1
adhiveplatform.com,AdHive AI&Blockchain Influencer Marketing Platform,INFLUENCER_PLATFORMS,"AdHive is a platform for automated mass placement of native advertising on video blog channels and Instagram accounts, indicating a focus on influencer marketing.",27,Estonia,marketing & advertising,"influencer marketing, native advertising, adtech, advertising",AdHive is a platform for automated mass placement of native advertising on video blog channels as well as instagram accounts with a payment system based on Ethereum smart contracts.,http://www.linkedin.com/company/adhive.tv,UK_EU,ConnectError,gpt-4o-mini,v1
afterparty.com,Afterparty,INFLUENCER_PLATFORMS,"Afterparty provides creators with tools to enhance fan relationships and monetize interactions, indicating a focus on creator-centric technology.",19,United States,information technology & services,"nft, social tokens, crypto, web3, community, creator tools, creators, technology, information & internet, communities, information technology & services","Afterparty is a Web3 platform founded in 2021, based in Los Angeles, California. It provides creators with tools to enhance fan relationships through AI-driven interactions, NFT-based monetization, an",http://www.linkedin.com/company/afterpartyai,US,success,gpt-4o-mini,v1
agencialibre.mx,AGENCIA LIBRE,INFLUENCER_PLATFORMS,"AGENCIA LIBRE specializes in the commercialization of mega, macro, and micro influencers, providing tailored solutions for influencer marketing campaigns.",10,Mexico,marketing & advertising,"sports marketing, audiciencias, celebridades, influencer marketing, advertising services, b2b, advertising & marketing, content content analytics, campaign execution, content content reporting, conten","Hoy somos líderes en comercialización  de mega, macro y micro influencers y celebridades multiplataforma.
· Entretenimiento
· Deportes
· Creadores de Contenido

Una de las agencias más experimentadas ",http://www.linkedin.com/company/agencialibremx,LATAM,success,gpt-4o-mini,v1
aha.inc,AhaCreator,INFLUENCER_PLATFORMS,"AhaCreator specializes in AI-powered influencer marketing, automating the entire process of matching, outreach, negotiation, and campaign execution for brands.",24,United States,marketing & advertising,"ai affiliate marketing, influencer marketing, digital marketing, aipowered advertising, datadriven marketing, content creation, aidriven influencer marketing, brand strategy, brand deal, automated cam","Aha is a scientific and technological company that specializes in AI-powered influencer marketing. It acts as a 24/7 AI employee for brands, particularly those in the AI sector, automating the process",http://www.linkedin.com/company/ahainc,US,success,gpt-4o-mini,v1
alist.club,alist.club,INFLUENCER_PLATFORMS,"alist.club is an influencer marketing platform that connects brands with creators for campaigns, events, and collaborations.",23,India,marketing & advertising,"influencer marketing, social media marketing, influencer management, event promotion, advertising services, content shoots, influencer event curation, creator marketing, brand influencer engagement, b","alist.club is an influencer marketing platform and exclusive creator community based in Delhi, India. Founded in August 2020, it connects brands with creators to foster growth through campaigns, event",http://www.linkedin.com/company/a-list-club,INDIA,success,gpt-4o-mini,v1
alphin.com,alphin GmbH,INFLUENCER_PLATFORMS,"alphin GmbH specializes in influencer marketing and offers a platform that provides various marketing solutions, including influencer management and social media marketing for local businesses.",35,Germany,marketing & advertising,"brand awareness, influencer marketing, local business, marketing, performance marketing, retail, social media marketing, customer lifecycle management, advertising services, marketing & advertising, c","alphin GmbH is a leading marketing platform for local businesses in Europe, specializing in software solutions that centralize and automate customer lifecycle management. Founded in 2017 and based in ",http://www.linkedin.com/company/alphin,UK_EU,success,gpt-4o-mini,v1
appopener.com,MESA KKWIEER,INFLUENCER_PLATFORMS,MESA KKWIEER provides a web app designed to help influencers and creators monitor and monetize their data on social media platforms.,35,India,information technology & services,"engineering services, information technology & services","AppOpener Official creates your smart, secure and personalised web app in 0th second to help you monitor and monetise your data, userflow and deeplink choices on the web & social media platforms for i",http://www.linkedin.com/company/mesa-kkwieer,INDIA,success,gpt-4o-mini,v1
araysocial.com,ARAY,INFLUENCER_PLATFORMS,"ARAY is a user-generated content agency that connects DTC brands with creators, focusing on producing performance-driven content for influencer marketing.",16,United Kingdom,internet,"internet marketplace platforms, content delivery, social proof selfies, organic reach enhancement, consumer goods, influencer marketing, content rights, content for community building, reels content, ","ARAY is a user-generated content (UGC) agency that connects direct-to-consumer (DTC) brands in the Beauty, Lifestyle, and Wellness sectors with diverse creators. The agency focuses on producing high-q",http://www.linkedin.com/company/araysocial,UK_EU,success,gpt-4o-mini,v1
armodelagency.com,Andrea Roche Agency,INFLUENCER_PLATFORMS,"Andrea Roche Agency specializes in influencer marketing and talent management, connecting brands with social media influencers across various categories.",45,Ireland,marketing & advertising,"marketing services, influencer marketing, modeling agencies, commercial talent management, fashion model categories, social media influencers, services, beauty influencers, home lifestyle models, tale","Andrea Roche Agency, also known as AR Agency, is Ireland's first and largest influencer talent management and model agency. Founded in 2010 by former model Andrea Roche, the agency specializes in tale",http://www.linkedin.com/company/andrea-roche-agency,UK_EU,success,gpt-4o-mini,v1
avidcollective.com,Avid Collective,INFLUENCER_PLATFORMS,"Avid Collective specializes in a platform that helps publishers and advertisers efficiently scale branded and native content campaigns, indicating a focus on influencer marketing.",58,Australia,marketing & advertising,"digital content, branded content, brand building, digital publishing, advertising, media channel, martech, video content, audience engagement, advertising services, content campaigns, branded content ","Avid Collective is an independent media technology company based in Surry Hills, Sydney, Australia. It specializes in a platform that helps publishers and advertisers efficiently scale branded and nat",http://www.linkedin.com/company/avidcollective,INDIA,success,gpt-4o-mini,v1
awe.sm,awe.sm (acquired by Unified Social),INFLUENCER_PLATFORMS,"The company provides tools for publishing content to social media and tracking its performance, indicating a focus on influencer marketing analytics.",50,United States,information technology & services,"marketing, social media analytics, social media, analytics, social media marketing, performance marketing, developer apis, internet infrastructure, internet, information technology, development platfo","In short, we show you how sharing on social networks drives value to your business.

We build tools to publish content to social media channels, track the distribution and consumption of that content,",http://www.linkedin.com/company/awe.sm,US,error,gpt-4o-mini,v1
